name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sony CZ-DRBTN200W,0,Supra-aural,,FALSE,TRUE,Closed,White
HiFiMAN HE6,0,Circumaural,"[8,65]",FALSE,FALSE,Closed,Black
Philips SHO7205/WT,55,Supra-aural,"[12,24]",FALSE,FALSE,Closed,White / Blue
Func HS-260,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
ROCCAT Kave XTD 5.1 Premium,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Razer Kraken Pro Neon,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Sennheiser CX 2.00i White,49.99,Earbud,,TRUE,FALSE,Closed,White
Sennheiser M2 IEi,99,In Ear,"[15,22]",TRUE,FALSE,Closed,Black / Red
Logitech 981-000574,39.99,Supra-aural,,TRUE,FALSE,Closed,Black
AKG K553 PRO,239,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Astro A40,0,Circumaural,"[20,21]",TRUE,FALSE,Closed,Black / Silver
Astro A40,0,Circumaural,"[15,20]",TRUE,FALSE,Closed,Black
Sennheiser RS 185,0,Circumaural,"[17,22]",FALSE,TRUE,Closed,Black / Silver
Corsair VOID,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Marshall Major II (Black),0,Supra-aural,,TRUE,FALSE,Closed,Black
Turtle Beach XP510,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
HiFiMAN HE-400i,0,Circumaural,"[20,35]",FALSE,FALSE,Open,Black
Panasonic RP-HJE125-Y,9.99,Earbud,,FALSE,FALSE,Closed,Yellow
Audio-Technica ATH-WS1100IS,0,Circumaural,"[5,40]",TRUE,FALSE,Semi-open,
Logitech G433 (Red),0,Circumaural,"[20,20]",TRUE,FALSE,Open,Red
House of Marley Buffalo Soldier,0,Supra-aural,,TRUE,TRUE,Closed,Beige / Black
Trust GXT 322 CARUS,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Razer Thresher Ultimate,0,Circumaural,"[12,28]",TRUE,TRUE,Closed,Black / Green
SteelSeries Arctis 3 Bluetooth (2019 Edition),0,Circumaural,"[20,22]",TRUE,FALSE,Closed,Black
HiFiMAN Ananda-BT,0,Circumaural,"[8,55]",TRUE,TRUE,Open,Black / Silver
ADATA XPG Precog,99.99,Supra-aural,"[5,50]",TRUE,FALSE,Closed,Black / Red
DROP DROP + HiFiMAN HE4XX,0,Circumaural,"[20,35]",FALSE,FALSE,Open,Black
Sennheiser GSP 550,0,Circumaural,"[10,30]",TRUE,FALSE,Semi-open,Green / Black
Final B3,499,In Ear,,FALSE,FALSE,Closed,Silver / Black
Final B2,299,In Ear,,FALSE,FALSE,Closed,Black
Thermaltake Pulse G100,39.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Razer Opus,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Blue
Beyerdynamic DT 880 CHROME SPECIAL EDITION,191.53,Circumaural,"[5,35]",FALSE,FALSE,Semi-open,Silver / Black
HiFiMAN Deva,0,Circumaural,"[20,20]",FALSE,TRUE,Open,Silver / Brown
HiFiMAN Deva,0,Circumaural,"[20,20]",FALSE,FALSE,Open,Silver / Brown
Tempest GHS300 RGB,0,Circumaural,"[100,10]",TRUE,FALSE,Closed,Black
Corsair HS35,48.19,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Koss Porta Pro Limited Edition,0,Supra-aural,"[15,25]",TRUE,FALSE,Open,Gold / Black
Apple AirPods Max,499,Circumaural,,TRUE,TRUE,Closed,Pink
Koss SB40,35.63,Circumaural,,TRUE,FALSE,Closed,Black
Status Audio CB-1,79,Circumaural,"[15,30]",FALSE,FALSE,Closed,Black / Gold
Logitech H600,0,Supra-aural,,TRUE,TRUE,Closed,Black / Blue
RCA RCAHP5042,17.17,Circumaural,,FALSE,FALSE,Semi-open,Black / Gray
Thermaltake eSPORTS DRACCO Captain,0,Circumaural,"[10,22]",TRUE,FALSE,Closed,Black / Red
Yamaha CM500,89.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
JVC HARX700,39.99,Circumaural,"[8,25]",FALSE,FALSE,Closed,Black
Koss SB45,33.08,Circumaural,"[18,20]",TRUE,FALSE,Closed,Black / White
Logitech H820e,200.99,Supra-aural,"[150,7]",TRUE,FALSE,Closed,Black / Silver
Panasonic RP-HJE125-P,9.6,Earbud,,FALSE,FALSE,Closed,Pink
LucidSound LS31,118.57,Circumaural,"[20,20]",TRUE,TRUE,Closed,Gray
ADATA SOLOX F30+EMIX H30,125,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Corsair HS65,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Audio-Technica ATH-CK313MPK,14.95,In Ear,"[20,23]",TRUE,FALSE,Closed,Pink / Black
Turtle Beach Ear Force Z1,34.69,Circumaural,,TRUE,FALSE,Closed,Black / Silver
Sony DRXB23VP,45.95,In Ear,"[5,23]",TRUE,FALSE,Closed,Black
A4Tech HU-111,29.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Microsoft L2 LifeChat LX-3000,0,Circumaural,,TRUE,FALSE,Closed,Black / Silver
Pioneer SE-MJ721I-T,59.88,Supra-aural,"[6,28]",FALSE,FALSE,Closed,Brown
Koss UR/29,35.94,Circumaural,"[18,20]",FALSE,FALSE,Closed,Black / Silver
Sony MDRXB200/D,39.95,Supra-aural,"[5,22]",FALSE,FALSE,Closed,Black / Orange
Sennheiser PC330,70.84,Circumaural,"[14,22]",TRUE,FALSE,Closed,Black / Silver
Koss QZPRO,71.45,Circumaural,"[40,20]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica ATH-CHX5ISBK,23.93,Earbud,"[20,22]",TRUE,FALSE,Closed,Black
SteelSeries Siberia X300,0,Circumaural,,TRUE,FALSE,Open,Black
Thermaltake ISURUS PRO,29.99,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Red
Koss SB42,39.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Plantronics B825 Voyager Focus UC Bluetooth,209,Supra-aural,,TRUE,TRUE,Closed,Black
JBL Quantum 100,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Blue
Final E1000C,34.99,Earbud,,FALSE,FALSE,Closed,Red / Black
Final E4000,139,Earbud,,FALSE,FALSE,Closed,Black
Logitech G335,69.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Green / Purple
Genius Mordax HS G600,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Audio-Technica ATH-ANC7B,0,Circumaural,"[10,25]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-ANC9,0,Circumaural,"[10,25]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-CKL202iSPK,13.99,In Ear,"[20,23]",TRUE,FALSE,Closed,Pink
Audio-Technica ATH-CKP200BL,39.99,Earbud,"[20,23]",FALSE,FALSE,Closed,Blue / Black
Denon AHW150YW,0,In Ear,"[5,25]",FALSE,TRUE,Closed,Yellow / Gray
Sennheiser 502029,0,Circumaural,"[16,22]",FALSE,TRUE,Open,Black
Sennheiser CX301,34.99,In Ear,"[19,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser CX890I,0,In Ear,"[17,23]",TRUE,FALSE,Closed,Black
Sennheiser HD 219s,99,Supra-aural,"[19,21]",TRUE,FALSE,Closed,Black
Sennheiser HD700,0,Circumaural,"[8,44]",FALSE,FALSE,Open,Black / Silver
Sennheiser HMD280-XQ,0,Circumaural,"[8,25]",TRUE,FALSE,Closed,Black
Sennheiser RS 120,0,Supra-aural,"[22,19.5]",FALSE,TRUE,Open,Black / Silver
Skullcandy S2INCZ-036,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Black
Sony MDR-EX10LP/DPK,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Pink
Sony MDR-NC7/BLK,0,Supra-aural,"[30,20]",FALSE,FALSE,Open,Black / Silver
Sony MDR-V6,0,Circumaural,"[5,30]",FALSE,FALSE,Closed,Black
Sony MDR1R,0,Circumaural,"[4,80]",FALSE,FALSE,Closed,Black
Sony MDRJ10/WHITE,0,Earbud,"[20,20]",FALSE,FALSE,Closed,White
Sony MDRX10BLK,0,Supra-aural,"[3,29]",FALSE,FALSE,Closed,Black / Silver
Turtle Beach M3,0,Supra-aural,"[30,20]",FALSE,FALSE,Closed,Black
KRK KNS-8400,0,Circumaural,"[5,23]",FALSE,FALSE,Closed,Black
Creative Labs 51MZ0210AA007,25,Supra-aural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Audiovox 808-HPA88WHG,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,White
Audiovox IR1CFF,49.22,Supra-aural,,FALSE,TRUE,Closed,Black
Avid Technology DX-992,0,In Ear,,FALSE,FALSE,Closed,White
Ergoguys 2800-RD,28.98,Supra-aural,"[20,20]",FALSE,FALSE,Closed,Black / Red
Logitech H650e,74.99,Supra-aural,"[50,10]",TRUE,FALSE,Closed,Black
Asus Orion Pro,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Corsair Vengeance 2000,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Blue
Creative Labs ChatMax HS-620,47.13,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Creative Labs Tactic3D Rage Wireless,79,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Red
Mad Catz F.R.E.Q. 5,49.99,Circumaural,,TRUE,FALSE,Closed,Black
Razer Megalodon,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Razer Banshee StarCraft II Heart of the Swarm,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Razer BlackShark,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Razer Kraken Pro,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Sennheiser PC360,0,Circumaural,"[15,28]",TRUE,FALSE,Closed,Black
SteelSeries Siberia v2,0,Circumaural,"[18,28]",TRUE,FALSE,Closed,White
SteelSeries Guild Wars 2,0,Supra-aural,"[18,28]",TRUE,FALSE,Closed,White / Red
Turtle Beach Ear Force ZLa,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Cooler Master CM Storm Sirus S,0,Circumaural,"[10,20]",TRUE,FALSE,Closed,Black / Red
AKG K374SLV,103,In Ear,"[10,24]",FALSE,FALSE,Closed,Black / Silver
AKG K550,0,Circumaural,"[12,28]",FALSE,FALSE,Closed,Black
AKG K619BLK,201.33,Circumaural,"[16,24]",TRUE,FALSE,Closed,Black
AKG K391NC,0,In Ear,"[12,24]",TRUE,FALSE,Closed,Black / Silver
Philips SHL1601,0,Supra-aural,,FALSE,FALSE,Closed,Pink
Philips SHE2100BL28,17.98,Earbud,"[12,22]",FALSE,FALSE,Closed,White / Blue
Philips SHE2100GY28,18.75,Earbud,"[12,22]",FALSE,FALSE,Closed,Black / Silver
Philips SHE2100WT28,9.99,Earbud,"[12,22]",FALSE,FALSE,Closed,Silver
Coby CV-121,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Sony MDRE9LP/GRAY,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Translucent Black
Sony MDRE9LP/VLT,0,Earbud,"[18,22]",FALSE,FALSE,Closed,White / Purple
Sony MDRE9LP/WHI,13.98,Earbud,"[18,22]",FALSE,FALSE,Closed,White
Creative Labs Hs-430,24.99,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Cyber Acoustics AC-100B,18.95,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Cyber Acoustics AC-740,22.2,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Panasonic RP-HX35-R,16.98,Supra-aural,"[10,25]",FALSE,FALSE,Closed,Black / Red
Gear Head AU1200M,27.5,Supra-aural,,TRUE,FALSE,Closed,Black
Imation EB50-PNK,9.75,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / White
Microsoft L2 LifeChat LX-1000,0,Supra-aural,"[80,20]",TRUE,FALSE,Closed,Black
Philips SHE3590PK/10,11.99,In Ear,"[12,23.5]",TRUE,FALSE,Closed,Pink / White
Panasonic RP-HJE120-K,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Black
Panasonic RP-HV096-K,17.07,Earbud,,FALSE,FALSE,Closed,Black
Pioneer SE-CL07-P,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Pink
Sennheiser PC121,0,Supra-aural,"[45,18]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2SBDZ-036,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Green
Skullcandy S5AVDM-161,45,Supra-aural,,FALSE,FALSE,Closed,Black / Silver
Skullcandy S5AVDM-161,33.9,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Skullcandy SLYR,0,Circumaural,,TRUE,FALSE,Closed,Black / Yellow
Koss PRODJ100,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Philips SHE3595WT28,13.98,In Ear,,TRUE,FALSE,Closed,White
Philips SHH4506-28,0,Earbud,,TRUE,FALSE,Closed,Black
Samsung 395859009169,0,In Ear,,FALSE,FALSE,Closed,Black
Samsung EHS60ANNBE,0,Earbud,,FALSE,FALSE,Closed,Black / Silver
Gigabyte GP-H11,0,In Ear,"[150,20]",FALSE,FALSE,Closed,White
Hercules DJ-Adv G501,0,Supra-aural,"[10,25]",FALSE,FALSE,Closed,Black / Green
Audio-Technica ATH-A900X,0,Circumaural,"[5,40]",FALSE,FALSE,Closed,Black
Beyerdynamic DT 660,0,Circumaural,"[5,35]",FALSE,FALSE,Closed,Black / Silver
Koss SB45 07,39.98,Circumaural,"[18,20]",TRUE,FALSE,Closed,Black / White
Koss SB45 USB,33.08,Circumaural,"[18,20]",TRUE,FALSE,Closed,Black / Silver
Plantronics Blackwire C520,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Razer Battlefield 4 BlackShark,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Multicolor
Razer Hammerhead,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Green
Shure SE215,0,Earbud,"[22,17.5]",FALSE,FALSE,Closed,Black
Panasonic RP-TCM125-K,0,In Ear,"[10,24]",FALSE,FALSE,Closed,Black / Silver
HiFiMAN HE500,0,Circumaural,"[15,50]",FALSE,FALSE,Open,Black / Silver
Philips SHB4000WT,0,Supra-aural,"[20,20]",TRUE,TRUE,Closed,Black / Silver
Sony MDRAS200/WHI,79.95,Earbud,"[17,22]",FALSE,FALSE,Closed,White
Shure SE425,0,In Ear,"[17,18]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica ATH-A700,0,Circumaural,"[5,35]",FALSE,FALSE,Closed,Black
Sony MDR-J20/SILVER,0,Earbud,"[16,24]",FALSE,FALSE,Closed,Black / Silver
HiFiMAN RE400,38.69,In Ear,,FALSE,FALSE,Closed,Black / Silver
Koss PORTAPROKTC,0,Supra-aural,"[15,25]",FALSE,FALSE,Closed,Black / Silver
Corsair Raptor HS30,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Cobra EARPHONE001,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Ergoguys 2810-TI,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Orange
Logitech 960,0,Supra-aural,,TRUE,FALSE,Closed,Black
Philips SHL5200WT/28,49.99,Supra-aural,"[20,20]",FALSE,FALSE,Closed,White
Sennheiser PC 350,0,Circumaural,"[10,26]",TRUE,FALSE,Closed,Black / Silver
Genius HS-905BT,0,In Ear,"[20,20]",TRUE,TRUE,Closed,Black / Blue
SteelSeries Siberia Elite,0,Circumaural,"[16,28]",TRUE,FALSE,Closed,Orange / White
Bose AE2 White,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Bose AE2i White,0,Circumaural,,TRUE,FALSE,Closed,White / Gray
Shure SE535CLEAR,0,In Ear,"[18,19]",FALSE,FALSE,Closed,Brown / Black
Bose Ae2i,0,Circumaural,,TRUE,FALSE,Closed,Black / Silver
Adesso Xtream H3W,0,Circumaural,"[100,20]",FALSE,TRUE,Closed,Black / White
V-MODA CROSSFADE M-100 SHADOW,0,Circumaural,"[5,30]",FALSE,FALSE,Closed,Black / Silver
V-MODA CROSSFADE M-80 SHADOW,0,Supra-aural,"[5,30]",FALSE,FALSE,Closed,Black
Razer Kraken Pro Neon,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Yellow
Razer Kraken Pro Neon,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Purple
Razer Kraken Neon,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Green
Sennheiser CX 1.00 White,0,Earbud,"[17,20]",FALSE,FALSE,Closed,White
Sennheiser CX 3.00 Black,0,Earbud,,FALSE,FALSE,Closed,Black
Genius 31710188100,0,Circumaural,,FALSE,TRUE,Closed,White
Philips SHB7000/BK,0,Circumaural,,TRUE,TRUE,Closed,Black / Red
Plantronics GAMECOM 388,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Sennheiser RS 165,0,Circumaural,"[18,21]",FALSE,TRUE,Closed,Black / Silver
Thermaltake Cronos Team DK Edition,0,Circumaural,,TRUE,FALSE,Closed,White
Turtle Beach P4C,37.99,Circumaural,,TRUE,FALSE,Closed,Black / Blue
Turtle Beach Star Wars,0,Circumaural,,TRUE,FALSE,Closed,Black / Red
Turtle Beach Heroes of the Storm,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Sennheiser CX 3.00 White,89.99,Earbud,,FALSE,FALSE,Closed,White
Astro A40,0,Circumaural,"[20,21]",TRUE,FALSE,Closed,Orange / White
Corsair Gaming H2100,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Yellow
Sennheiser M2 AEi Ivory,0,Circumaural,"[16,22]",TRUE,FALSE,Closed,Brown
Thermaltake SHOCK 3D 7.1,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Turtle Beach STEALTH 450,0,Circumaural,,TRUE,FALSE,Closed,Black / Red
Creative Labs H5,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
SteelSeries Siberia 800,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Orange
Naztech i9BT,0,Circumaural,,TRUE,TRUE,Closed,Black / Silver
Philips Fidelio L2,0,Circumaural,,TRUE,FALSE,Open,Black / Red
Plantronics BackBeat PRO,0,Circumaural,,TRUE,TRUE,Closed,Black
SteelSeries Siberia 840,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Audio-Technica ATH-E50,0,In Ear,"[20,18]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-IM70,0,In Ear,"[5,26]",FALSE,FALSE,Closed,Red / Black
1MORE Triple Driver (Black/Gold),54.99,In Ear,"[20,40]",TRUE,FALSE,Closed,Black / Gold
ARCTIC P533 PENTA,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Orange
Skullcandy S6HSGY-378,0,Circumaural,,FALSE,FALSE,Closed,White / Black
Turtle Beach P11,219.95,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Sennheiser GSP 350,0,Circumaural,"[15,26]",TRUE,FALSE,Closed,Black / Red
Audio-Technica ATH-AD1000X,0,Circumaural,"[5,40]",FALSE,FALSE,Open,Black
Etekcity Scroll H5GX,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Logitech G933 Artemis Spectrum Snow,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Blue
Corsair HS70,0,Circumaural,,TRUE,TRUE,Closed,White / Black
Corsair HS70 SE,0,Circumaural,,TRUE,TRUE,Closed,Black / Beige
Razer Electra V2,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
SIVGA SVIGA SV007,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Brown / Black
Cougar Phontum,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Orange
Adesso Xtream G3,54.02,Circumaural,"[15,20]",TRUE,FALSE,Closed,Black / Blue
ADATA XPG EMIX H20,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Avermedia SonicWave GH335,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Creative Labs SUPER X-FI AIR,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
Cougar IMMERSA TI,0,Circumaural,,TRUE,FALSE,Closed,Black / Orange
Corsair HS50 PRO STEREO,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
HP OMEN 800,0,Circumaural,"[20,20]",TRUE,FALSE,Open,Black / Red
HP OMEN Mindframe Prime,0,Circumaural,,TRUE,FALSE,Closed,Black / Red
Cyber Acoustics ACM-6005,17.98,Supra-aural,,FALSE,FALSE,Closed,Black
Corsair VOID ELITE SURROUND,0,Circumaural,"[20,30]",TRUE,FALSE,Closed,Black / Red
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"[20,25]",TRUE,FALSE,Closed,White
Plantronics EncorePro 720D Duo,90.99,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Trust GXT 333 GOIYA,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Microsoft Surface Headset,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Gray
HP HyperX Cloud Orbit,0,Circumaural,"[10,50]",TRUE,FALSE,Closed,Black / Gray
Sennheiser MB 360 UC,0,Circumaural,"[18,22]",TRUE,TRUE,Closed,Black
Philips ActionFit,0,In Ear,"[20,20]",FALSE,TRUE,Closed,
HiFiMAN TWS600,0,In Ear,"[20,20]",FALSE,TRUE,Closed,Black
Acer Predator Gaming,0,Circumaural,"[10,28]",TRUE,FALSE,Open,Black
DROP Massdrop x HiFiMAN Edition XX,0,Circumaural,"[8,50]",FALSE,FALSE,Open,Black / Silver
DROP MASSDROP X AKG K7XX,0,Circumaural,"[10,39.8]",FALSE,FALSE,Open,Black
DROP Massdrop x NuForce Stride,0,In Ear,"[20,20]",TRUE,TRUE,Closed,Black
DROP Massdrop Plus Universal IEM,0,In Ear,"[5,18]",FALSE,FALSE,Closed,Black
Biostar iDEQ N20,17.93,Supra-aural,,FALSE,FALSE,Closed,Blue / Black
Final E3000,71.34,Earbud,,FALSE,FALSE,Closed,Silver / Black
Final SONOROUS VI,0,Circumaural,,FALSE,FALSE,Closed,Black / Silver
Skullcandy Hesh 3,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Red
Sony Gold,0,Circumaural,,TRUE,TRUE,Closed,Black
Sony MDR-ZX310W,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,White / Silver
Sony MDR-ZX310L,43.01,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Blue
Tempest GHS301 Barbarian RGB,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Koss GMR-545-AIR USB,74.99,Circumaural,"[15,22]",TRUE,FALSE,Open,Black / Red
HP HyperX Cloud Stinger,0,Circumaural,"[18,23]",TRUE,FALSE,Closed,Pink / Gray
Asus TUF Gaming H7,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
TAKSTAR HF580,199.99,Circumaural,"[15,25]",FALSE,FALSE,Open,Black / Silver
Skullcandy Crusher,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Skullcandy Crusher,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Gray
DROP DROP Massdrop x Koss Porta Pro X,0,Supra-aural,"[15,25]",TRUE,FALSE,Open,Black / Blue
TAKSTAR TS-451M,35,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Astro Logitech G A30 LIGHTSPEED (Playstation/PC),0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Blue / Black
Razer Thresher Gears 5 Edition,0,Circumaural,"[12,28]",TRUE,TRUE,Closed,Gray / Black
Razer Thresher Ultimate For PS4,0,Circumaural,"[12,28]",TRUE,TRUE,Closed,Blue / Black
Apple AirPods Max,479.99,Circumaural,,TRUE,TRUE,Closed,Blue
Apple AirPods 3rd Gen MagSafe,179,In Ear,,TRUE,TRUE,Closed,White
1MORE EHD9001TA,39.99,In Ear,,FALSE,TRUE,Closed,Black / Red
Thermaltake HT-DRS007OEWH,34.98,Circumaural,"[10,22]",FALSE,FALSE,Closed,Multicolor
AKG K371,169,Circumaural,"[5,40]",TRUE,TRUE,Closed,Black
Syba CL-AUD23038,25.98,Supra-aural,,TRUE,TRUE,Closed,Black / Yellow
Sony MDR-XD100,98.95,Circumaural,"[12,22]",FALSE,FALSE,Closed,Black / Silver
Thermaltake Cronos,64.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Panasonic RP-HS33G,49.99,Earbud,"[14,24]",FALSE,FALSE,Closed,Black / Green
Thermaltake Level 10 M,104.98,Circumaural,"[10,22]",TRUE,FALSE,Closed,Black / Red
Polk Striker P1,59,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-IM04,880.38,In Ear,"[15,20]",FALSE,FALSE,Closed,Black
LyxPro HAS-30,59.99,Circumaural,"[15,26]",FALSE,FALSE,Closed,Black
DROP DROP + KOSS GMR-54X-ISO,59.53,Circumaural,"[15,22]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-WS55BK,84.55,Circumaural,"[10,24]",FALSE,FALSE,Closed,Black
Sennheiser HD201S,0,Circumaural,"[21,18]",FALSE,FALSE,Closed,Black / Silver
Sony DR-ZX701IP,99.95,Circumaural,,FALSE,FALSE,Closed,Black
KRK KNS-6400,0,Circumaural,"[10,22]",FALSE,FALSE,Closed,Black
Sony MDR-EX58V/RED,0,In Ear,"[5,23]",FALSE,FALSE,Closed,Black / Red
Yamaha RH1C,19.95,Supra-aural,"[20,20]",FALSE,FALSE,Open,Black
Monoprice 8323,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Koss R/80,43.05,Circumaural,,FALSE,FALSE,Closed,Black
Philips SHQ1200/28,16.98,Earbud,"[30,20]",TRUE,FALSE,Closed,Orange
RCA RCAHP5043,19.98,Circumaural,,FALSE,FALSE,Semi-open,Black / Silver
Audio-Technica ATH-RE70WH,0,Supra-aural,"[10,24]",FALSE,FALSE,Semi-open,Black / Silver
SteelSeries 5Hv3,124.02,Circumaural,"[16,28]",TRUE,FALSE,Closed,Black / Red
Philips SHO7205/BK,59,Supra-aural,"[12,24]",FALSE,FALSE,Closed,Black / Red
Mad Catz F.R.E.Q.4D,49,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
SteelSeries v3,208.3,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Orange
Cyber Acoustics AC-8001,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
SteelSeries Siberia 350 (White/Black),129,Circumaural,"[20,28]",TRUE,FALSE,Closed,White / Black
Avantree BTHS-AS9P-BLK,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Brown
Etymotic Research ER3 Extended Response,134.94,In Ear,"[20,16]",FALSE,FALSE,Closed,
Adesso Xtream G2,33.75,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Adesso Xtream G4,72.84,Circumaural,"[20,2]",TRUE,FALSE,Closed,Black / Silver
Sennheiser GSP 670,0,Circumaural,"[10,23]",TRUE,TRUE,Closed,Black
Skullcandy Hesh 3,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Red
HiFiMAN RE-600 V2 Songbird,199,In Ear,"[15,22]",FALSE,FALSE,Closed,Black
Periodic Audio Titanium,199.99,In Ear,"[16,30]",FALSE,FALSE,Closed,Black
AKG K361-BT,154,Circumaural,"[15,28]",TRUE,TRUE,Closed,Black
