name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
GeIL EVO POTENZA 8 GB,,"[4,2400]","[1,8]",,Red / Black,13.333,16
Crucial CT16G4RFD424A 16 GB,42.99,"[4,2400]","[1,16]",2.687,Green / Black,14.167,17
Corsair Vengeance RGB Pro 32 GB,,"[4,3466]","[2,16]",,White,9.233,16
ADATA XPG GAMMIX D10 16 GB,,"[4,3200]","[2,8]",,Red / Silver,10,16
Crucial Ballistix Sport LT 16 GB,,"[4,3000]","[2,8]",,Silver / Gray,10.667,16
G.Skill Trident Z Royal 16 GB,218.26,"[4,4600]","[2,8]",13.641,Silver,7.826,18
Kingston HyperX Fury 16 GB,,"[4,3200]","[1,16]",,Black / Silver,11.25,18
Crucial Ballistix Sport LT 8 GB,,"[4,3200]","[1,8]",,Silver / Black,10,16
Crucial Ballistix Sport LT 8 GB,,"[4,3000]","[1,8]",,Red / Black,10,15
Crucial Ballistix Elite 16 GB,,"[4,3600]","[2,8]",,Black,8.889,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"[4,3200]","[1,16]",,Black,10,16
GeIL Evo X II RGB SYNC 16 GB,,"[4,3000]","[2,8]",,Black,10.667,16
Kingston HyperX Fury RGB 16 GB,,"[4,2400]","[2,8]",,Black,12.5,15
Corsair Vengeance LPX 16 GB,,"[4,4800]","[2,8]",,Black / Yellow,7.5,18
Crucial Ballistix 32 GB,,"[4,3200]","[2,16]",,Red,10,16
Kingston HyperX Fury RGB 16 GB,,"[4,3733]","[2,8]",,Black / Silver,10.179,19
Thermaltake H-ONE 16 GB,164,"[4,3200]","[2,8]",10.25,Black / Silver,10,16
TEAMGROUP T-Force Night Hawk Legend RGB 32 GB,,"[4,3200]","[2,16]",,Black,10,16
Corsair Vengeance LPX 32 GB,,"[4,3600]","[2,16]",,Black,10.556,19
Corsair Vengeance LPX 128 GB,,"[4,4000]","[4,32]",,Black,9,18
G.Skill Trident Z Neo (For AMD Ryzen) 16 GB,,"[4,2666]","[2,8]",,Black / White,13.503,18
Lexar Hades RGB 16 GB,,"[4,3200]","[2,8]",,Black,11.25,18
Acer Predator Vesta RGB 32 GB,,"[4,3600]","[2,16]",,Silver,7.778,14
Crucial Ballistix MAX RGB 16 GB,,"[4,4400]","[2,8]",,Black,8.636,19
GeIL EVO V RGB 32 GB,,"[5,8000]","[2,16]",,White,9.5,38
GOODRAM IRDM PRO 8 GB,,"[4,3600]","[1,8]",,White / Red,10,18
TEAMGROUP T-Force Zeus 32 GB,54.99,"[4,3200]","[1,32]",1.718,Red / Black,10,16
G.Skill Ares 16 GB,39.99,"[3,1600]","[2,8]",2.499,Blue,11.25,9
TEAMGROUP Elite 16 GB,44.99,"[5,5600]","[1,16]",2.812,Black,16.429,46
G.Skill Value 8 GB,17.89,"[3,1333]","[1,8]",2.236,Black,13.503,9
Mushkin Redline Lumina 32 GB,80.95,"[4,3600]","[2,16]",2.53,White,10,18
G.Skill Ripjaws 16 GB,,"[3,1600]","[2,8]",,,13.75,11
G.Skill Trident Z Neo 32 GB,,"[4,3200]","[2,16]",,Silver / Black,8.75,14
Kingston FURY Renegade 16 GB,106.23,"[5,6800]","[1,16]",6.639,White / Silver,10.588,36
Mushkin Silverline 8 GB,25.7,"[3,1333]","[2,4]",3.212,Black / Gray,13.503,9
TEAMGROUP T-Force Vulcan Z 32 GB,179.99,"[4,3600]","[2,16]",5.625,Red,7.778,14
PROXMEM KERBEROS 32 GB,84.99,"[5,6000]","[2,16]",2.656,Black / Silver,12,36
Corsair Vengeance 16 GB,79.98,"[3,1600]","[2,8]",4.999,Black / Silver,11.25,9
G.Skill Trident Z 16 GB,,"[4,3200]","[2,8]",,Black / White,8.75,14
G.Skill Trident Z RGB 32 GB,101.41,"[4,2400]","[2,16]",3.169,Black,12.5,15
Corsair Vengeance LPX 32 GB,332.96,"[4,3200]","[2,16]",10.405,Black / Yellow,10,16
Crucial CT2K8G4DFS832A 16 GB,64.34,"[4,3200]","[2,8]",4.021,Green / Black,13.75,22
G.Skill Trident Z Royal 64 GB,599,"[4,3200]","[4,16]",9.359,Gold,8.75,14
TEAMGROUP T-Force Vulcan Z 8 GB,,"[4,3200]","[1,8]",,Red / Black,10,16
Kingston KHX1600C10D3B1K2/16G 16 GB,128.24,"[3,1600]","[2,8]",8.015,Blue / Silver,12.5,10
G.Skill Trident Z RGB 16 GB,,"[4,4000]","[2,8]",,Black,9,18
Crucial CT2K16G4RFS4266 32 GB,99.99,"[4,2666]","[2,16]",3.125,Green / Black,14.254,19
Crucial CT2K16G4DFD832A 32 GB,84.99,"[4,3200]","[2,16]",2.656,Green / Black,13.75,22
Kingston FURY Beast RGB 16 GB,76.56,"[5,5600]","[1,16]",4.785,Black,14.286,40
Corsair Vengeance LPX 16 GB,44.99,"[4,3200]","[2,8]",2.812,Red,10,16
G.Skill Ripjaws X 8 GB,23.93,"[3,1333]","[1,8]",2.991,Black / Red,13.503,9
G.Skill Trident X 16 GB,98.3,"[3,2400]","[4,4]",6.144,Black / Red,8.333,10
G.Skill Ripjaws V 64 GB,,"[4,2666]","[4,16]",,Red,11.253,15
Corsair Vengeance LPX 32 GB,399.99,"[4,3600]","[4,8]",12.5,Black / Yellow,10,18
TEAMGROUP T-Force / Night Hawk 16 GB,258.33,"[4,3200]","[2,8]",16.146,Black / Blue,10,16
Corsair Dominator Platinum 32 GB,,"[4,3466]","[2,16]",,Black / Silver,9.233,16
G.Skill TridentZ RGB 32 GB,,"[4,4600]","[2,16]",,Black,8.696,20
Kingston FURY Renegade 16 GB,52.1,"[4,3200]","[1,16]",3.256,Black,10,16
Thermaltake TOUGHRAM XG RGB 16 GB,205.99,"[4,4400]","[2,8]",12.874,Black / Silver,8.636,19
Timetec PINNACLE Konduit 8 GB,19.99,"[4,3200]","[1,8]",2.499,Black,10,16
Crucial CT2CP6464AA667 1 GB,,"[2,667]","[2,512]",,Green,14.993,5
Kingston ValueRAM 2 GB,19.23,"[2,800]","[1,2]",9.615,Green,12.5,5
G.Skill Ripjaws X 16 GB,,"[3,2133]","[2,8]",,Black / Blue,8.439,9
G.Skill F2-9600CL5D-4GBPI 4 GB,,"[2,1200]","[2,2]",,,8.333,5
Samsung M393B1K70DH0-YH908 8 GB,,"[3,1333]","[1,8]",,Black / Green,13.503,9
Crucial CT51264BA160BJ 4 GB,,"[3,1600]","[1,4]",,Black / Green,13.75,11
Kingston HyperX Fury 4 GB,,"[3,1866]","[1,4]",,White / Silver,10.718,10
Crucial Ballistix Sport 4 GB,,"[4,2400]","[1,4]",,Gray / Silver,13.333,16
Kingston KTD-PE316LLQ/32G 32 GB,250.96,"[3,1600]","[1,32]",7.843,Silver,13.75,11
Corsair Vengeance LPX 8 GB,,"[4,3000]","[2,4]",,Black / Yellow,10,15
G.Skill NT 16 GB,91.21,"[4,2400]","[2,8]",5.701,Black,12.5,15
G.Skill Ripjaws V 16 GB,,"[4,3400]","[2,8]",,Black,9.412,16
ADATA XPG Z1 16 GB,,"[4,3200]","[1,16]",,Yellow / Black,10,16
TEAMGROUP T-Force Delta RGB 8 GB,,"[4,3000]","[2,4]",,Black,10.667,16
TEAMGROUP T-Force Delta RGB 8 GB,,"[4,3000]","[2,4]",,White,10.667,16
TEAMGROUP T-Force Delta RGB 32 GB,,"[4,3000]","[2,16]",,White,10.667,16
Crucial Ballistix Sport LT 16 GB,,"[4,2400]","[1,16]",,Gray,13.333,16
TEAMGROUP T-Force Vulcan 64 GB,,"[4,3200]","[4,16]",,Silver / Black,10,16
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,"[4,2400]","[2,8]",,Gold / Black,11.667,14
Patriot Signature Line 8 GB,,"[4,2666]","[2,4]",,Black / White,14.254,19
Patriot Viper RGB 16 GB,,"[4,3200]","[2,8]",,Black / Silver,10,16
Crucial Ballistix Sport LT 32 GB,,"[4,3200]","[2,16]",,Red / Black,10,16
OLOy MD4U162619BBSA 16 GB,28.99,"[4,2666]","[1,16]",1.812,Red / Black,14.254,19
TEAMGROUP T-Force Vulcan Z 8 GB,,"[4,3000]","[1,8]",,Red / Black,10.667,16
TEAMGROUP T-Force Delta RGB 32 GB,,"[4,3200]","[2,16]",,Black / Silver,10,16
GeIL EVO SPEAR Phantom Gaming 16 GB,,"[4,3200]","[2,8]",,Black,10,16
TEAMGROUP Team T-FORCE VULCAN Z 32GB 288-Pin DDR4 SDRAM DDR4,,"[4,3000]","[1,32]",,Gray,10.667,16
OLOy OWL 32 GB,,"[4,3600]","[2,16]",,Orange,10,18
G.Skill Trident Z Royal 64 GB,,"[4,3600]","[4,16]",,White,7.778,14
OLOy Blade 16 GB,,"[5,4800]","[2,8]",,Black / Silver,16.667,40
Kingston FURY Beast 64 GB,159.3,"[4,2666]","[4,16]",2.489,Black,12.003,16
TEAMGROUP Elite 8 GB,,"[5,4800]","[1,8]",,Black,16.667,40
ADATA XPG SPECTRIX D50 16 GB,,"[4,4133]","[2,8]",,White,9.194,19
G.Skill Ripjaws V 128 GB,,"[4,3200]","[4,32]",,Red,8.75,14
Silicon Power XPOWER Zenith Gaming 16 GB,,"[5,5600]","[2,8]",,White,14.286,40
Silicon Power SP008GBLFU240X02 8 GB,18.38,"[4,2400]","[1,8]",2.297,,14.167,17
TEAMGROUP Elite 64 GB,,"[5,6400]","[2,32]",,Black,16.25,52
Mushkin Redline 32 GB,59.99,"[4,3200]","[2,16]",1.875,,10,16
Mushkin Redline 64 GB,94.99,"[4,2666]","[2,32]",1.484,,12.003,16
Corsair Vengeance Performance 32 GB,65.98,"[4,2666]","[2,16]",2.062,Black / Yellow,13.503,18
Mushkin Redline Lumina 32 GB,97.61,"[4,4133]","[2,16]",3.05,White,9.194,19
G.Skill Trident Z5 RGB 32 GB,,"[5,5200]","[2,16]",,White / Black,15.385,40
G.Skill Ripjaws X 16 GB,181.32,"[3,2133]","[2,8]",11.332,Black / Blue,9.376,10
Corsair ValueSelect 16 GB,39.86,"[4,2133]","[2,8]",2.491,Black / Yellow,14.065,15
Corsair Vengeance LPX 16 GB,355.61,"[4,4000]","[2,8]",22.226,Black / Yellow,8,16
Samsung M393B2G70DB0-CMA 16 GB,33.29,"[3,1866]","[1,16]",2.081,Black / Green,13.934,13
G.Skill Trident Z Royal 16 GB,,"[4,4800]","[2,8]",,Silver,7.5,18
G.Skill Sniper 32 GB,124.56,"[3,2133]","[4,8]",3.893,Black / Red,9.376,10
G.Skill Trident Z RGB 32 GB,113.18,"[4,2666]","[4,8]",3.537,Black,13.503,18
ADATA XPG SPECTRIX D50 32 GB,121.24,"[4,3200]","[2,16]",3.789,Black,10,16
Corsair XMS2 2 GB,94.9,"[2,800]","[2,1]",47.45,Black / Purple,10,4
G.Skill Ripjaws X 8 GB,24.8,"[3,1600]","[1,8]",3.1,Black / Red,12.5,10
Patriot Viper 3 32 GB,183.75,"[3,1600]","[4,8]",5.742,Black / Silver,12.5,10
G.Skill Ripjaws X 16 GB,,"[3,2133]","[2,8]",,Black / Red,10.314,11
G.Skill Ripjaws V 16 GB,169.94,"[4,2666]","[2,8]",10.621,Blue,11.253,15
Crucial CT4K16G4DFD8266 64 GB,234.99,"[4,2666]","[4,16]",3.672,Green,14.254,19
Neo Forza MARS 16 GB,50.1,"[4,3200]","[2,8]",3.131,Gray / Black,10,16
GeIL Orion AMD Edition 32 GB,62.98,"[4,3600]","[2,16]",1.968,Red,10,18
Kingston Fury Renegade RGB 128 GB,353.99,"[4,3200]","[4,32]",2.766,Black / Silver,10,16
G.Skill Ripjaws S5 32 GB,,"[5,5200]","[2,16]",,Black,15.385,40
G.Skill Sniper X 16 GB,52.35,"[4,3200]","[2,8]",3.272,Black / White,10,16
TEAMGROUP Elite 32 GB,82.99,"[5,5200]","[2,16]",2.593,Black,16.154,42
Kingston FURY Beast RGB 32 GB,79.99,"[4,3200]","[2,16]",2.5,Black / Silver,10,16
G.Skill Ares 8 GB,99.99,"[3,1600]","[2,4]",12.499,Black / Blue,11.25,9
Corsair Mac Memory 16 GB,56.89,"[3,1600]","[2,8]",3.556,Black / Green,13.75,11
Corsair Mac Memory 8 GB,39.99,"[3,1600]","[1,8]",4.999,Black / Green,13.75,11
Corsair Vengeance RGB Pro 32 GB,,"[4,3000]","[4,8]",,Black,10,15
G.Skill Trident Z RGB 16 GB,156.53,"[4,4400]","[2,8]",9.783,Black,8.182,18
G.Skill Trident Z Royal 16 GB,,"[4,3000]","[2,8]",,Silver,10.667,16
Crucial CT16G4DFD832A 16 GB,42.99,"[4,3200]","[1,16]",2.687,Green / Black,13.75,22
G.Skill Trident Z Royal 16 GB,,"[4,3600]","[2,8]",,Silver,7.778,14
G.Skill Trident Z Royal 16 GB,,"[4,4000]","[2,8]",,Silver,9,18
G.Skill Value 32 GB,,"[4,2666]","[1,32]",,Black,14.254,19
Kingston HyperX Fury 64 GB,449,"[4,3466]","[2,32]",7.016,Black,9.81,17
Corsair Vengeance RGB RS 32 GB,158.5,"[4,3200]","[4,8]",4.953,Black / Gray,10,16
G.Skill Ripjaws V 64 GB,,"[4,4266]","[2,32]",,Black,8.908,19
Addlink Spider X4 16 GB,49.44,"[4,3200]","[2,8]",3.09,Black,10,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,41.99,"[4,3200]","[1,16]",2.624,Black,10,16
G.Skill Ripjaws V 8 GB,22.99,"[4,2400]","[1,8]",2.874,Red,14.167,17
Crucial CT2K32G4DFD8266 64 GB,154.99,"[4,2666]","[2,32]",2.422,Green,14.254,19
Crucial Ballistix 2 GB,38.99,"[2,800]","[2,1]",19.495,Yellow,10,4
Mushkin 996573 4 GB,24.99,"[3,1066]","[2,2]",6.247,Green,13.133,7
Corsair XMS3 16 GB,79.99,"[3,1600]","[2,8]",4.999,Black / Silver,11.25,9
G.Skill Ripjaws X 8 GB,,"[3,1866]","[2,4]",,Black / Blue,8.574,8
Corsair Vengeance 16 GB,,"[3,1600]","[2,8]",,Black / Red,11.25,9
G.Skill Trident X 16 GB,,"[3,2133]","[2,8]",,Black / Red,8.439,9
Kingston HyperX Beast 32 GB,,"[3,1600]","[4,8]",,Black,11.25,9
Corsair CORSAIR Vengeance 8GB 8 GB,,"[3,1866]","[1,8]",,Black / Silver,10.718,10
Kingston HyperX Fury 8 GB,,"[3,1866]","[2,4]",,White / Silver,10.718,10
Crucial CT12864BA160B 1 GB,,"[3,1600]","[1,1]",,Black / Green,13.75,11
Crucial Ballistix Sport LT 4 GB,20,"[4,2400]","[1,4]",5,Silver,13.333,16
Crucial Ballistix Sport LT 16 GB,,"[4,2400]","[2,8]",,Silver,13.333,16
Kingston HyperX Fury 32 GB,,"[4,2133]","[4,8]",,Black / Silver,13.127,14
Corsair ValueSelect 8 GB,,"[3,1600]","[1,8]",,Black / Green,13.75,11
G.Skill Ripjaws V 16 GB,,"[4,3000]","[2,8]",,Black / Red,10,15
G.Skill Trident Z 32 GB,,"[4,2800]","[2,16]",,Pink / Silver,10,14
Corsair Vengeance LPX 16 GB,,"[4,2400]","[2,8]",,Red,13.333,16
G.Skill Ripjaws V 16 GB,145.51,"[4,2800]","[2,8]",9.094,Black,11.429,16
Crucial Ballistix Sport LT 32 GB,,"[4,2400]","[2,16]",,White,13.333,16
G.Skill Aegis 8 GB,68.98,"[4,2133]","[2,4]",8.623,Black / Red,14.065,15
Corsair Vengeance LPX 32 GB,,"[4,2666]","[2,16]",,White,12.003,16
G.Skill FORTIS 16 GB,,"[4,2400]","[2,8]",,Black / Red,12.5,15
TEAMGROUP Vulcan 16 GB,,"[4,3000]","[2,8]",,Black / Red,10.667,16
Corsair Vengeance RGB 16 GB,,"[4,3200]","[2,8]",,White,10,16
TEAMGROUP T-Force Delta RGB 16 GB,,"[4,2666]","[2,8]",,White,11.253,15
GeIL EVO SPEAR 16 GB,,"[4,2400]","[2,8]",,Black / Orange,13.333,16
Crucial Ballistix Sport LT 8 GB,,"[4,2666]","[1,8]",,Gray,12.003,16
Kingston HyperX Predator 32 GB,,"[4,2400]","[4,8]",,Black,10,12
ADATA XPG GAMMIX D10 16 GB,,"[4,2400]","[2,8]",,Black / White,13.333,16
Crucial Ballistix Sport AT 32 GB,,"[4,2666]","[2,16]",,Silver / Black,12.003,16
Corsair Vengeance RGB Pro 64 GB,,"[4,3600]","[4,16]",,White,10,18
Corsair Vengeance RGB Pro 64 GB,529.99,"[4,3000]","[4,16]",8.281,Black,10,15
Kingston HyperX Fury 32 GB,,"[4,3200]","[2,16]",,Black / White,11.25,18
Patriot Signature Premium 16 GB,,"[4,2400]","[1,16]",,Black,14.167,17
Corsair Vengeance LPX 16 GB,,"[4,4866]","[2,8]",,Black / Yellow,7.398,18
OLOy MD4U163016CGDA 32 GB,,"[4,3000]","[2,16]",,Black,10.667,16
Kingston HyperX Predator RGB 16 GB,,"[4,4000]","[2,8]",,Black,9.5,19
Kingston HyperX Predator RGB 16 GB,,"[4,3200]","[1,16]",,Black,10,16
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM,,"[4,3200]","[2,16]",,Black,10,16
G.Skill Trident Z RGB 32 GB,,"[4,4000]","[4,8]",,Black,7.5,15
Samsung Samsung DDR4-2933 32GB/2Gx4 ECC/REG CL21 Server Memo,,"[4,2933]","[1,32]",,Green / Black,14.32,21
ADATA XPG GAMMIX D10 32 GB,,"[4,3600]","[2,16]",,Black,10,18
G.Skill Trident Z Royal Elite 64 GB,,"[4,4266]","[4,16]",,Silver,8.908,19
G.Skill TridentZ RGB 64 GB,,"[4,4266]","[2,32]",,Black,8.908,19
Kingston FURY Beast 8 GB,61.83,"[4,2666]","[2,4]",7.729,Black,12.003,16
Kingston FURY 32 GB,,"[4,2666]","[2,16]",,Black,12.003,16
TEAMGROUP T-Force Vulcan Z 16 GB,44.99,"[4,4000]","[2,8]",2.812,Red,9,18
Kingston FURY Beast RGB 32 GB,114.59,"[5,4800]","[1,32]",3.581,Black,15.833,38
G.Skill Ripjaws V 8 GB,,"[4,3000]","[1,8]",,Red,10.667,16
TEAMGROUP T-Force Vulcan 16 GB,,"[5,5200]","[1,16]",,Red,15.385,40
ADATA XPG SPECTRIX D60G 16 GB,,"[4,3600]","[2,8]",,Gray,10,18
TEAMGROUP T-Force DELTAa RGB 16 GB,,"[5,5200]","[2,8]",,Black,14.615,38
Kingston FURY Beast 16 GB,,"[5,5200]","[2,8]",,Black,15.385,40
Crucial Ballistix MAX RGB 32 GB,,"[4,4400]","[2,16]",,Black,8.636,19
Kingston FURY 32 GB,116.62,"[5,5200]","[1,32]",3.644,White,15.385,40
GeIL EVO V RGB 48 GB,,"[5,6400]","[1,48]",,Black,11.875,38
GOODRAM IRDM PRO 8 GB,,"[4,3600]","[1,8]",,Black / Gold,9.444,17
G.Skill Ripjaws 16 GB,,"[4,2400]","[2,8]",,Black,13.333,16
G.Skill Ares 32 GB,179,"[3,1600]","[4,8]",5.594,Black / Orange,12.5,10
Corsair Dominator Platinum RGB 32 GB,159.99,"[4,3200]","[4,8]",5,White,10,16
Mushkin Redline Lumina 32 GB,89.99,"[4,4000]","[2,16]",2.812,Black,9,18
G.Skill Ripjaws 32 GB,62.99,"[4,2133]","[2,16]",1.968,Black,14.065,15
Samsung M393B2G70DB0-CK0 16 GB,25,"[3,1600]","[1,16]",1.562,Black / Green,13.75,11
G.Skill Trident Z Neo 32 GB,389,"[4,3200]","[4,8]",12.156,Black / Silver,8.75,14
G.Skill Trident Z RGB 16 GB,89.99,"[4,3200]","[2,8]",5.624,Black,8.75,14
Mushkin Redline 64 GB,171.93,"[4,3200]","[2,32]",2.686,White,10,16
G.Skill Trident Z RGB 16 GB,146.61,"[4,4000]","[2,8]",9.163,Black,7.5,15
G.Skill Ripjaws V 32 GB,,"[4,4000]","[4,8]",,Red,8.5,17
TEAMGROUP T-Force DELTAa RGB 32 GB,92.99,"[5,5600]","[2,16]",2.906,Black,14.286,40
Corsair Dominator Platinum RGB 32 GB,159.99,"[4,3200]","[4,8]",5,Black,10,16
Corsair Vengeance RGB RT 32 GB,119.99,"[4,3200]","[4,8]",3.75,White / Black,10,16
G.Skill Ripjaws S5 32 GB,,"[5,5600]","[2,16]",,White,14.286,40
Corsair Dominator Platinum RGB 32 GB,114.99,"[4,3200]","[2,16]",3.593,Black,10,16
Kingston KSM48R40BS8KMM-16HMR 32 GB,84.49,"[5,4800]","[1,32]",2.64,Green,16.667,40
G.Skill Trident Z RGB 32 GB,223.42,"[4,3600]","[4,8]",6.982,Black,8.889,16
GeIL Orion AMD Edition 16 GB,36.99,"[4,3600]","[2,8]",2.312,Red,10,18
Kingston Fury Renegade RGB 16 GB,149.97,"[5,6800]","[1,16]",9.373,Silver / Black,10.588,36
Transcend JetRam 8 GB,65.34,"[3,1333]","[1,8]",8.168,Black / Green,13.503,9
G.Skill Trident Z Royal 32 GB,258.7,"[4,4000]","[2,16]",8.084,Silver,9.5,19
Corsair Dominator Platinum RGB 32 GB,,"[4,3600]","[4,8]",,Black,8.889,16
G.Skill Trident Z Royal 32 GB,196.97,"[4,3200]","[2,16]",6.155,Gold,8.75,14
G.Skill Trident Z Royal Elite 64 GB,,"[4,4266]","[2,32]",,Silver,8.908,19
Corsair XMS 16 GB,128.03,"[3,1333]","[2,8]",8.002,Black / Silver,13.503,9
Corsair Vengeance RGB RT 64 GB,199.99,"[4,3200]","[4,16]",3.125,White / Black,10,16
G.Skill Ripjaws S5 64 GB,169.99,"[5,5600]","[2,32]",2.656,White,12.857,36
VisionTek OCPC PISTA RGB 16 GB,349.99,"[5,5600]","[2,8]",21.874,Gray,12.857,36
G.Skill Sniper 8 GB,,"[3,1866]","[2,4]",,Black / Red,9.646,9
Crucial CT51264BA160B 4 GB,12.89,"[3,1600]","[1,4]",3.223,Green,13.75,11
G.Skill Sniper X 16 GB,,"[4,3000]","[2,8]",,Black / Camo,10.667,16
Kingston HyperX Impact 16 GB,78.5,"[4,2666]","[1,16]",4.906,Black,11.253,15
G.Skill Trident Z 32 GB,259.79,"[4,3600]","[4,8]",8.118,Black / White,8.889,16
Crucial Ballistix Sport AT 16 GB,89.99,"[4,2666]","[1,16]",5.624,Silver / Black,12.003,16
Crucial Ballistix Sport AT 8 GB,,"[4,2666]","[1,8]",,Silver / Black,12.003,16
G.Skill Trident Z Royal 32 GB,133.03,"[4,3600]","[2,16]",4.157,Gold,10.556,19
G.Skill Flare X 64 GB,220.49,"[4,3200]","[4,16]",3.445,Black,10,16
G.Skill Sniper X 16 GB,,"[4,3600]","[2,8]",,Black / White,10.556,19
Silicon Power XPOWER Turbine 8 GB,,"[4,3200]","[1,8]",,Blue / Black,10,16
Thermaltake TOUGHRAM XG RGB 64 GB,194.81,"[4,3600]","[2,32]",3.044,White / Silver,10,18
Kingston ValueRAM 1 GB,13.14,"[3,1333]","[1,1]",13.14,Green,13.503,9
G.Skill F2-6400CL6Q-16GBMQ 16 GB,,"[2,800]","[4,4]",,Orange / White,15,6
G.Skill F3-12800CL9D-4GBSQ 4 GB,18.11,"[3,1600]","[2,2]",4.527,Green,11.25,9
Mushkin Essentials 16 GB,,"[3,1600]","[4,4]",,Green,13.75,11
Corsair Vengeance Pro 32 GB,,"[3,2400]","[4,8]",,Black / Red,8.333,10
Kingston HyperX Fury 8 GB,,"[3,1600]","[1,8]",,Black / Silver,12.5,10
Kingston HyperX Fury 4 GB,,"[3,1600]","[1,4]",,Red / Silver,12.5,10
Kingston HyperX Fury 8 GB,,"[3,1600]","[1,8]",,White / Silver,12.5,10
Crucial Ballistix Sport 16 GB,,"[3,1600]","[4,4]",,Black / Silver,11.25,9
ADATA XPG Z1 16 GB,,"[4,2133]","[2,8]",,Red / Black,14.065,15
ADATA XPG Z1 16 GB,,"[4,2400]","[2,8]",,Red / Black,13.333,16
Crucial Ballistix Sport 16 GB,,"[4,2400]","[2,8]",,Gray / Silver,13.333,16
Patriot Viper 4 32 GB,,"[4,3000]","[4,8]",,Black / Red,10.667,16
EVGA Superclocked 8 GB,,"[3,1600]","[2,4]",,Black,11.25,9
G.Skill Ripjaws 4 128 GB,,"[4,2400]","[8,16]",,Black,11.667,14
Kingston HyperX Savage 16 GB,,"[4,2133]","[2,8]",,Black / White,12.189,13
PNY MD16384KD3-1600-NHS-V2 16 GB,,"[3,1600]","[2,8]",,Black / Green,13.75,11
Mushkin Essentials 32 GB,455.9,"[3,1600]","[2,16]",14.247,Black / Blue,13.75,11
Crucial Ballistix Sport LT 16 GB,,"[4,2400]","[2,8]",,Black / Red,13.333,16
Corsair Vengeance LPX 64 GB,,"[4,2133]","[4,16]",,Black,12.189,13
G.Skill Trident Z RGB 32 GB,379,"[4,3600]","[4,8]",11.844,Black,9.444,17
Apacer Panther-Golden 8 GB,,"[4,2400]","[1,8]",,Black / Gold,13.333,16
TEAMGROUP T-Force Night Hawk RGB 32 GB,,"[4,3200]","[2,16]",,White,10,16
Kingston HyperX Predator 16 GB,,"[4,2666]","[1,16]",,Black,9.752,13
G.Skill Sniper X 16 GB,,"[4,3600]","[2,8]",,Silver / Camo,10.556,19
G.Skill Ripjaws V 16 GB,,"[4,3600]","[1,16]",,Red / Black,10.556,19
Corsair Vengeance RGB Pro 32 GB,,"[4,2666]","[4,8]",,Black,12.003,16
Crucial CT4G4RFS8266 4 GB,25,"[4,2666]","[1,4]",6.25,Green / Black,14.254,19
Corsair Vengeance RGB Pro 32 GB,,"[4,3466]","[2,16]",,Black,9.233,16
G.Skill Ripjaws V 4 GB,,"[4,2400]","[1,4]",,Red / Black,14.167,17
Crucial Ballistix Sport LT 8 GB,,"[4,3000]","[1,8]",,Silver / Black,10,15
Crucial Ballistix Sport LT 16 GB,,"[4,3000]","[1,16]",,White / Silver,10,15
Corsair Vengeance LPX 64 GB,,"[4,3600]","[4,16]",,Black,10,18
Crucial Ballistix Tactical Tracer RGB 16 GB,,"[4,3200]","[2,8]",,Silver,10,16
Kingston HyperX Fury RGB 8 GB,,"[4,3000]","[1,8]",,Black,10,15
TEAMGROUP T-Force Dark Pro 16 GB,,"[4,3200]","[2,8]",,Black,8.75,14
GeIL EVO SPEAR 32 GB,,"[4,3000]","[2,16]",,Black / Orange,10.667,16
Micron MTA18ADF2G72AZ-3G2E1 16 GB,,"[4,3200]","[1,16]",,Black / Green,13.75,22
Kingston HyperX Fury 8 GB,,"[4,3200]","[2,4]",,Black,11.25,18
Corsair Vengeance RGB Pro 32 GB,,"[4,3200]","[4,8]",,Black,10,16
Kingston HyperX Fury 32 GB,,"[4,2666]","[4,8]",,Black / Silver,12.003,16
OLOy OWL 16 GB,,"[4,3000]","[2,8]",,Orange,10.667,16
G.Skill Trident Z Royal 16 GB,,"[4,4000]","[2,8]",,White,8,16
Neo Forza FAYE 32 GB,,"[4,3000]","[2,16]",,Silver / Black,10,15
OLOy Blade RGB 32 GB,,"[4,3600]","[2,16]",,Silver,8.889,16
G.Skill Trident Z Royal Elite 32 GB,,"[4,4000]","[2,16]",,Silver,8,16
Corsair Dominator Platinum RGB 32 GB,,"[4,3600]","[2,16]",,Black,7.778,14
Corsair Dominator Platinum RGB 32 GB,,"[5,5600]","[2,16]",,Black,14.286,40
Kingston FURY Renegade 64 GB,158.68,"[4,2666]","[2,32]",2.479,Black,11.253,15
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"[4,3600]","[2,8]",,Black / Gold,8.889,16
ADATA XPG SPECTRIX D50 32 GB,,"[4,3200]","[4,8]",,Black,10,16
G.Skill Trident Z 32 GB,,"[5,6400]","[2,16]",,White / Black,10,32
G.Skill F4-4200C19Q2-64GTZSW 64 GB,,"[4,4200]","[8,8]",,Gray / White,9.048,19
Silicon Power SP064GBSFU320X22 64 GB,,"[4,3200]","[1,64]",,,13.75,22
